stud.id,name,gender,age,height,weight,religion,nc.score,semester,major,minor,score1,score2,online.tutorial,graduated,salary
641704,"Ishikawa, Brandon",Male,22,177,74.8,Catholic,1.49,4th,Social Sciences,Biology,48,46,1,1,37976.07387
114018,"Ewings, Saul",Male,23,167,69.9,Muslim,3.96,1st,Biology,Social Sciences,NA,NA,0,0,NA
729855,"Holloway, Joseph",Male,22,172,76.6,Orthodox,2.89,6th,Social Sciences,Economics and Finance,40,48,0,0,NA
156708,"Griffin, Elijah",Male,19,192,93.8,Other,2.91,5th,Environmental Sciences,Economics and Finance,79,69,0,1,42928.9405
880651,"Gonzales, Mebrat",Female,22,153,65.6,Protestant,1.34,5th,Biology,Social Sciences,79,84,0,0,NA
722471,"Sasaki, Layth",Male,21,178,75.8,Protestant,2.44,2nd,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
949961,"Mejia, Chelsea",Female,21,157,61.8,Catholic,3.41,4th,Political Science,Economics and Finance,58,50,0,0,NA
335840,"Cornish, Chandler",Female,21,150,58.9,Protestant,3.83,4th,Biology,Mathematics and Statistics,77,72,0,1,46858.67068
861291,"Valdez Ramirez, Brenda",Female,19,169,70,Catholic,1.03,2nd,Social Sciences,Environmental Sciences,NA,NA,0,0,NA
883094,"Mahoney, Sarah",Female,20,156,62.7,Other,1.59,4th,Economics and Finance,Social Sciences,68,66,0,0,NA
688827,"Sanchez, Adriana",Female,24,163,67.1,Catholic,3.56,1st,Social Sciences,Economics and Finance,NA,NA,0,0,NA
653324,"Dineen, Elijah",Male,22,168,70.7,Catholic,2.09,3rd,Social Sciences,Mathematics and Statistics,42,38,0,0,NA
149335,"Gilmartin, Chaerin",Female,56,164,69.1,Catholic,1.8,4th,Environmental Sciences,Political Science,74,70,1,1,34279.01824
716746,"Parson, Christopher",Male,19,193,95.2,Muslim,2.94,6th,Environmental Sciences,Mathematics and Statistics,73,75,1,1,31931.74274
958701,"Brown, Nicholas",Male,22,168,71.9,Other,1.56,3rd,Mathematics and Statistics,Environmental Sciences,88,89,0,0,NA
471295,"Perry, Malinda",Female,19,163,64.7,Catholic,1.87,1st,Social Sciences,Political Science,NA,NA,0,0,NA
528377,"Gonzalez Morales, Christopher",Male,18,173,73.3,Catholic,3.94,1st,Mathematics and Statistics,Economics and Finance,NA,NA,0,0,NA
145800,"Martinez, Taylor",Female,24,169,74.3,Catholic,2,2nd,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
465492,"Phu, Nathan",Male,21,188,86.8,Protestant,2.87,1st,Mathematics and Statistics,Economics and Finance,NA,NA,0,0,NA
794646,"Lund, Tre",Male,20,176,76.5,Other,2.32,6th,Mathematics and Statistics,Political Science,86,88,1,0,NA
870975,"Rodriguez, Monica",Female,19,163,71.7,Other,2.91,4th,Biology,Mathematics and Statistics,75,68,0,0,NA
584494,"Sy, Derrick",Male,23,183,81.8,Protestant,2.17,6th,Economics and Finance,Social Sciences,75,71,0,1,58533.49751
431217,"Morgan, Atraidies",Male,47,175,73.3,Catholic,2.16,5th,Economics and Finance,Social Sciences,57,67,0,1,58316.01052
471621,"Carrejo, Chante",Female,19,170,68.4,Protestant,2.16,6th,Political Science,Biology,50,61,1,0,NA
210741,"Gonzales, Deandranay",Female,20,156,65.3,Other,1.43,5th,Political Science,Mathematics and Statistics,63,56,1,1,34686.49258
675719,"Bush, Jesus",Male,21,180,76.6,Other,3.94,4th,Environmental Sciences,Economics and Finance,69,74,1,0,NA
831413,"Onexayvieng, James",Male,26,187,80.8,Protestant,1.3,2nd,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
887852,"Cha, Isaiah",Male,19,176,75.3,Protestant,3,4th,Mathematics and Statistics,Biology,87,82,0,0,NA
763063,"Kimble, Alex",Male,20,184,78.9,Protestant,2.76,2nd,Environmental Sciences,Biology,NA,NA,0,0,NA
218899,"Delgadillo, Morgan",Female,23,163,66.7,Other,2.74,2nd,Biology,Economics and Finance,NA,NA,0,0,NA
471394,"Dodson, Brendan",Male,24,169,66.9,Muslim,2.56,3rd,Biology,Environmental Sciences,77,74,0,0,NA
964534,"Dorji, Johnathan",Male,21,188,83.6,Catholic,3.45,2nd,Biology,Environmental Sciences,NA,NA,0,0,NA
117780,"Romero, Tayla",Female,22,171,70.9,Other,3,>6th,Biology,Economics and Finance,76,82,1,1,38655.82558
115897,"Fells, Ryan",Male,25,178,81.3,Protestant,1.37,3rd,Biology,Social Sciences,79,78,0,0,NA
785501,"Sanchez, Jasmine",Female,19,166,67.7,Catholic,1.11,2nd,Biology,Mathematics and Statistics,NA,NA,0,0,NA
650356,"Bufford, Caleb",Male,22,174,71.4,Protestant,2.76,4th,Economics and Finance,Social Sciences,63,65,1,0,NA
251663,"Le, William",Male,19,183,81.8,Other,3.62,1st,Political Science,Economics and Finance,NA,NA,0,0,NA
746550,"Hendrix, Adam",Male,20,184,83.5,Catholic,1.03,4th,Economics and Finance,Biology,67,72,1,1,53988.03246
786487,"Simpson-Brown, Micah",Male,21,181,80.5,Protestant,3.4,6th,Mathematics and Statistics,Social Sciences,88,88,1,1,56147.73311
929538,"Brown, Dominic",Male,22,190,90.5,Other,1.38,1st,Political Science,Economics and Finance,NA,NA,0,0,NA
480857,"Cha, Erik",Male,26,179,78.9,Other,1.17,3rd,Economics and Finance,Environmental Sciences,70,69,1,0,NA
940050,"Palacios, Shantel",Female,23,156,58.7,Catholic,2.48,1st,Political Science,Economics and Finance,NA,NA,0,0,NA
547467,"Salazar, Nicole",Female,23,175,74.8,Other,1.38,3rd,Political Science,Biology,58,61,1,0,NA
365082,"Gutierrez, Adam",Male,31,174,73.8,Protestant,2.77,1st,Political Science,Mathematics and Statistics,NA,NA,0,0,NA
387283,"Griego, Jocelyn",Female,22,166,72.6,Orthodox,3.24,4th,Mathematics and Statistics,Biology,86,91,1,0,NA
125869,"Patrick, Alondra",Female,23,166,69.6,Catholic,1.71,3rd,Environmental Sciences,Mathematics and Statistics,66,75,0,0,NA
348469,"Buasri, Montarius",Male,33,175,78.3,Catholic,3.29,6th,Environmental Sciences,Biology,74,71,1,0,NA
308916,"Durham, Moises",Male,21,177,75.8,Other,1.29,5th,Economics and Finance,Biology,68,61,1,1,50001.27282
708072,"Ealey, Dennis",Male,24,173,72.1,Other,1.32,1st,Economics and Finance,Social Sciences,NA,NA,0,0,NA
810887,"Wood, Claire",Female,20,164,65.9,Other,1.12,1st,Social Sciences,Political Science,NA,NA,0,0,NA
171584,"Socarro, Milan",Female,21,178,73.1,Other,3.15,3rd,Social Sciences,Biology,40,48,1,0,NA
181221,"Aslami, Joseph Louis",Male,20,180,77.6,Catholic,1.61,5th,Environmental Sciences,Mathematics and Statistics,65,69,1,1,41006.01915
521379,"Fitzsimmons, Evan",Male,19,188,87.2,Other,1.01,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
765447,"Zapata, Sae",Female,20,170,77.7,Catholic,3.46,3rd,Biology,Mathematics and Statistics,78,76,1,0,NA
198205,"Silvera, Estephania",Female,24,156,56.7,Catholic,1.79,2nd,Social Sciences,Political Science,NA,NA,0,0,NA
864771,"Sandoval, Jeanne Marie",Female,19,177,77.9,Orthodox,1.04,1st,Biology,Political Science,NA,NA,0,0,NA
783404,"Shah, Jordan",Male,21,196,94.1,Catholic,1.82,3rd,Biology,Economics and Finance,83,79,0,0,NA
454710,"Poloa, Daniel",Male,22,185,87.2,Catholic,2.86,6th,Social Sciences,Biology,51,43,1,0,NA
307179,"Porter, Blaine",Male,20,173,74.7,Catholic,1.52,1st,Economics and Finance,Biology,NA,NA,0,0,NA
718546,"Stanek, Alexandria",Female,20,158,66,Catholic,2.56,1st,Economics and Finance,Environmental Sciences,NA,NA,0,0,NA
173188,"Williams, Noah",Male,23,184,80.8,Orthodox,3.47,3rd,Environmental Sciences,Biology,76,67,0,0,NA
584665,"Barner, Ashley",Female,18,162,66.4,Other,1.17,1st,Political Science,Environmental Sciences,NA,NA,0,0,NA
838932,"Coward, Christian",Male,20,193,89.5,Catholic,1.07,1st,Biology,Environmental Sciences,NA,NA,0,0,NA
178868,"Nguyen, Jacob",Male,24,190,96.5,Other,1.41,3rd,Mathematics and Statistics,Economics and Finance,87,86,0,0,NA
740178,"Morton, Stacey",Female,22,146,62.3,Other,1.91,2nd,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
370657,"Zavala-Celaya, Darian",Female,21,177,78.7,Protestant,3.95,3rd,Biology,Political Science,74,82,1,0,NA
678169,"Barnes, Reed",Female,22,161,65.7,Orthodox,2.04,>6th,Social Sciences,Environmental Sciences,40,44,1,1,27455.66092
403145,"De La Torre Perez, Christine",Female,23,172,71.6,Catholic,1,5th,Biology,Mathematics and Statistics,78,82,1,1,44975.0933
537342,"Bandreddi, Ezana",Male,22,179,78.1,Protestant,3.57,6th,Environmental Sciences,Biology,82,72,1,1,48129.27732
449189,"Horton, Jessica",Female,23,174,74.3,Other,1.28,2nd,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
526722,"Delgado, Kimberly",Female,21,164,67.7,Other,2.48,1st,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
287764,"Johnson, Facundo",Male,20,179,79,Catholic,1.08,4th,Biology,Political Science,77,84,1,0,NA
419922,"Fujinami, De Andre",Male,25,182,75.1,Catholic,2.1,5th,Mathematics and Statistics,Political Science,91,91,1,0,NA
820404,"Logan, Michael",Male,19,166,72.8,Protestant,2.35,2nd,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
141917,"West, Christopher",Male,47,187,84.2,Protestant,2.04,5th,Political Science,Social Sciences,64,49,1,1,57480.48312
158718,"Naylor, Jeffrey",Male,24,191,91.6,Protestant,3.59,2nd,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
208944,"Smith, David",Male,19,176,79.3,Other,1.09,1st,Economics and Finance,Social Sciences,NA,NA,0,0,NA
478244,"Duffield, Miranda",Female,22,161,64.4,Protestant,1.26,4th,Political Science,Environmental Sciences,53,55,0,1,47416.05879
206439,"York, John",Male,22,184,86.6,Catholic,1.04,4th,Economics and Finance,Political Science,66,70,1,0,NA
846308,"Frazier, Consuello",Female,23,157,59.4,Protestant,3.55,1st,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
482752,"Thibou, Lakota",Female,21,169,68.3,Protestant,2.59,2nd,Biology,Mathematics and Statistics,NA,NA,0,0,NA
329406,"Lee, Gregory",Male,20,178,74.4,Other,1.16,3rd,Biology,Political Science,82,84,1,0,NA
848785,"Fleshman, Lee",Female,19,155,62.7,Catholic,2.82,4th,Political Science,Biology,54,49,0,1,42235.56698
810785,"Lopez, Cynthia",Female,21,152,60.2,Protestant,2.76,2nd,Biology,Environmental Sciences,NA,NA,0,0,NA
510762,"Appling, Jasmin",Female,37,163,65.7,Orthodox,2.41,2nd,Political Science,Social Sciences,NA,NA,0,0,NA
427481,"Truong, Dion",Male,26,176,73.8,Protestant,1.54,3rd,Social Sciences,Biology,45,42,1,0,NA
576742,"Nguyen, Hubert",Male,21,183,76,Catholic,1.6,2nd,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
114858,"Malone, Etirza",Female,54,171,70.8,Other,2.09,2nd,Biology,Social Sciences,NA,NA,0,0,NA
894399,"Torrey, Brian",Male,25,179,77.8,Other,2.78,3rd,Mathematics and Statistics,Social Sciences,89,92,1,0,NA
250771,"Harlan, Ashley",Female,21,169,67.7,Catholic,2.38,5th,Environmental Sciences,Social Sciences,76,64,1,1,33901.3568
314391,"Phan, Dazhean",Male,26,178,76.1,Other,1.32,4th,Environmental Sciences,Biology,69,70,0,1,46452.67436
303490,"Outhouse, Ishi",Male,18,175,76.1,Catholic,1.86,6th,Mathematics and Statistics,Social Sciences,92,90,1,1,69521.13573
733585,"Sibley, Janel",Female,19,173,72,Other,1.23,2nd,Political Science,Mathematics and Statistics,NA,NA,0,0,NA
903883,"Miranda, Shadizja",Female,20,174,73.6,Muslim,2.55,2nd,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
968628,"Matthews, Joe",Male,22,174,73.9,Protestant,3.39,2nd,Environmental Sciences,Political Science,NA,NA,0,0,NA
131297,"Mao, Tayone",Male,20,164,63.3,Muslim,2.3,1st,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
619460,"Lawrence, David",Male,19,172,68.4,Protestant,1.02,4th,Economics and Finance,Political Science,70,58,0,0,NA
754989,"Sifuentes, Kieu",Female,25,170,70.9,Catholic,2.7,4th,Political Science,Social Sciences,58,64,1,0,NA
710031,"Davila, Yingying",Female,21,170,70.7,Catholic,1.64,1st,Political Science,Social Sciences,NA,NA,0,0,NA
689548,"Gonzales, Tuyet",Female,19,160,62.5,Other,1.28,3rd,Environmental Sciences,Economics and Finance,69,71,1,0,NA
550241,"Suda, Cory",Male,19,174,69.2,Other,1.79,4th,Mathematics and Statistics,Environmental Sciences,91,83,0,1,60085.76449
609939,"Enterline, Sarah",Female,21,172,74.1,Protestant,1.92,1st,Political Science,Environmental Sciences,NA,NA,0,0,NA
604062,"Frazier, Nickolas",Male,21,175,72.3,Protestant,3.92,1st,Biology,Social Sciences,NA,NA,0,0,NA
950140,"Perry, Jasmine",Female,21,166,71.4,Other,1.48,1st,Biology,Mathematics and Statistics,NA,NA,0,0,NA
938711,"Patel, Andrew",Male,23,180,82.8,Protestant,2.97,6th,Mathematics and Statistics,Political Science,92,87,0,1,54441.25209
144685,"Miller, Lorena",Female,20,165,71.8,Other,1.87,1st,Political Science,Mathematics and Statistics,NA,NA,0,0,NA
409931,"Segovia, Susan",Female,21,170,71.5,Protestant,1.68,1st,Biology,Economics and Finance,NA,NA,0,0,NA
584436,"Littleman, Devon",Male,19,174,73.6,Other,1.07,3rd,Mathematics and Statistics,Economics and Finance,81,92,1,0,NA
370130,"Najera, Tuyet",Female,20,162,69.1,Protestant,3.3,1st,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
325636,"Hawley, Jessica",Female,22,145,58.2,Other,2.26,>6th,Environmental Sciences,Biology,60,77,1,1,30972.76399
147082,"Kanayama, Noah",Male,23,175,73.9,Catholic,1.87,5th,Biology,Social Sciences,80,79,0,1,59798.4239
339320,"Duvall Nguyen, Da'Quan",Male,40,181,83.2,Other,1.68,2nd,Environmental Sciences,Political Science,NA,NA,0,0,NA
681834,"Brandt, Stephanie",Female,30,159,57.2,Catholic,3.26,2nd,Political Science,Biology,NA,NA,0,0,NA
644945,"Perez, David",Male,22,170,67.9,Catholic,1.6,3rd,Biology,Political Science,85,85,1,0,NA
820114,"Llerenas, Alexis",Female,22,169,67.7,Protestant,1.35,2nd,Biology,Mathematics and Statistics,NA,NA,0,0,NA
599735,"Vang, Aphined",Male,22,172,71.7,Protestant,3.05,4th,Environmental Sciences,Political Science,76,70,1,0,NA
336421,"Polson, Jason",Male,20,183,85.7,Other,1.91,4th,Mathematics and Statistics,Political Science,89,87,0,1,40151.71675
385335,"Acherkan, Chantel",Female,24,171,71.2,Other,1.24,6th,Political Science,Mathematics and Statistics,53,49,1,1,28017.87427
237477,"Ruvalcaba, Halle",Female,18,157,59.8,Catholic,1.98,4th,Political Science,Biology,60,54,1,1,45141.81278
381415,"Trujillo, Danait",Female,20,159,65.9,Other,3.29,2nd,Social Sciences,Biology,NA,NA,0,0,NA
624768,"Bowman, Nathaniel",Male,18,183,79.6,Protestant,3.48,2nd,Mathematics and Statistics,Biology,NA,NA,0,0,NA
503783,"Poledor, Kaylyn",Female,20,177,74.4,Other,3.71,>6th,Social Sciences,Mathematics and Statistics,45,45,1,1,21453.99451
214126,"Neal, Cole",Male,24,188,88.6,Catholic,1.94,2nd,Political Science,Biology,NA,NA,0,0,NA
852025,"Lucero, Haile",Female,23,169,73.7,Catholic,1.18,2nd,Mathematics and Statistics,Social Sciences,NA,NA,0,0,NA
759080,"Buckendorf, Ariana",Female,20,170,70.7,Protestant,1.95,6th,Economics and Finance,Biology,67,65,0,1,43064.4653
343231,"Vega, Alice",Female,21,172,72.6,Other,1.26,2nd,Political Science,Economics and Finance,NA,NA,0,0,NA
292619,"Le, Deondre",Male,23,192,96.6,Catholic,2.48,6th,Environmental Sciences,Political Science,74,81,1,1,37135.93025
315147,"Sparn, Idaly",Female,20,174,71.8,Catholic,3.88,5th,Environmental Sciences,Biology,69,80,1,1,29393.59825
666519,"Venegas, Autumn",Female,22,152,58.9,Orthodox,2.26,5th,Biology,Political Science,72,83,1,1,53632.22382
365951,"Karki, An Yang",Male,22,169,65.9,Other,2.96,6th,Environmental Sciences,Biology,71,79,1,0,NA
468570,"Holguin, Destinee",Female,22,173,68.8,Other,3.01,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
560789,"Vasquez, Elizabeth",Female,22,172,75.8,Catholic,2.47,3rd,Biology,Mathematics and Statistics,80,81,1,0,NA
163423,"Shrestha, Lawrence",Male,22,181,81.1,Protestant,1.29,4th,Social Sciences,Mathematics and Statistics,52,50,1,0,NA
303642,"Tidwell, Erin",Female,20,156,58.2,Catholic,2.02,6th,Economics and Finance,Mathematics and Statistics,67,65,0,1,42755.31622
640122,"Day, Andrea",Female,22,174,74.7,Orthodox,2.02,4th,Economics and Finance,Social Sciences,69,54,0,0,NA
423907,"Leon, Breanna",Female,20,170,72.7,Catholic,2.83,1st,Social Sciences,Political Science,NA,NA,0,0,NA
112092,"Solorzano, Ian",Male,19,177,73.5,Other,2.49,5th,Mathematics and Statistics,Social Sciences,86,91,1,0,NA
835240,"Briseno, Coleman",Male,21,176,75.9,Muslim,2.49,3rd,Environmental Sciences,Social Sciences,70,78,1,0,NA
778666,"Aguilar, Jennifer",Female,20,155,58,Catholic,3.21,1st,Political Science,Environmental Sciences,NA,NA,0,0,NA
749754,"Carreon, Ashley",Female,21,182,83.4,Muslim,1.39,3rd,Political Science,Mathematics and Statistics,61,52,0,0,NA
346619,"Tran, Andy",Male,23,190,87.6,Catholic,2.73,5th,Economics and Finance,Social Sciences,70,70,1,1,49528.29047
199634,"Little, Ryan",Male,19,170,70.6,Other,2.79,2nd,Social Sciences,Biology,NA,NA,0,0,NA
912818,"Rael, Jacinda",Female,20,154,58.1,Other,1.26,2nd,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
381240,"Harris, William",Male,20,166,67.9,Protestant,3.57,4th,Environmental Sciences,Biology,69,70,1,0,NA
348515,"Wright, Kelby",Female,25,166,64.1,Other,2.05,4th,Political Science,Social Sciences,49,58,1,0,NA
198637,"Mack-Lynch, Robert",Male,22,163,66.1,Catholic,1.28,3rd,Environmental Sciences,Economics and Finance,69,75,0,0,NA
777279,"Broker, Dezant",Male,21,184,79,Catholic,1.79,5th,Environmental Sciences,Mathematics and Statistics,80,74,1,1,36960.79584
885599,"Trujillo, Christina",Female,22,177,80.3,Protestant,1.22,2nd,Political Science,Social Sciences,NA,NA,0,0,NA
686368,"Gupta, Malcolm",Male,19,185,83.1,Catholic,1.55,2nd,Economics and Finance,Environmental Sciences,NA,NA,0,0,NA
787084,"Strange, Akira",Female,20,177,75.1,Other,1.54,1st,Political Science,Biology,NA,NA,0,0,NA
120107,"Rowles, Elias",Male,21,182,80.2,Other,2.1,>6th,Social Sciences,Economics and Finance,48,43,1,1,38815.94897
492028,"Ulibarri, Alisha",Female,20,162,64.9,Other,1.68,3rd,Mathematics and Statistics,Political Science,88,91,1,0,NA
522197,"Van Tress, Abril",Female,33,165,67.1,Catholic,2.26,5th,Biology,Political Science,78,75,1,0,NA
577738,"Tran, Turmon",Male,28,183,80.2,Protestant,2.42,1st,Mathematics and Statistics,Political Science,NA,NA,0,0,NA
852147,"Gonzales, Quarmarius",Male,54,174,69.6,Other,1.45,2nd,Mathematics and Statistics,Political Science,NA,NA,0,0,NA
912876,"Toliver, Kara",Female,22,161,68.1,Catholic,1.09,2nd,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
579574,"Gutierrez, Jacqueline",Female,21,158,66.4,Other,3.14,1st,Biology,Social Sciences,NA,NA,0,0,NA
385899,"Thompson, Elena",Female,20,148,58.7,Other,2.08,>6th,Political Science,Social Sciences,63,64,0,1,31898.84896
837212,"Guthals, Madison",Female,21,157,64.7,Other,2.45,3rd,Political Science,Biology,53,47,0,0,NA
383289,"David, Camren",Male,22,189,88.9,Catholic,3.02,2nd,Biology,Political Science,NA,NA,0,0,NA
181939,"Tran, Brandon",Male,23,174,77.2,Protestant,2.02,1st,Political Science,Economics and Finance,NA,NA,0,0,NA
302218,"Garcia, Vy",Female,21,164,64.4,Muslim,1.55,3rd,Environmental Sciences,Mathematics and Statistics,73,75,0,0,NA
708577,"Smith, Tattiana",Female,23,159,62.6,Protestant,2.48,3rd,Mathematics and Statistics,Political Science,85,91,1,0,NA
362573,"Cho, Aaron",Male,22,183,82.6,Protestant,1.71,>6th,Economics and Finance,Political Science,71,72,1,0,NA
697745,"Franklin, Samantha",Female,20,172,72.8,Muslim,3.37,4th,Mathematics and Statistics,Social Sciences,90,91,1,0,NA
295967,"Garcia Puente, Da'Nasia",Female,21,169,68.2,Other,2.11,3rd,Social Sciences,Environmental Sciences,40,43,1,0,NA
817533,"Findley, Marinah",Female,23,158,65.4,Other,3.7,1st,Biology,Social Sciences,NA,NA,0,0,NA
146635,"Esparza, Ladaijah",Female,21,169,70.8,Protestant,2.17,6th,Mathematics and Statistics,Political Science,89,88,1,1,41919.05975
987934,"Peters, Nicholas",Male,24,183,79.5,Other,2.5,4th,Mathematics and Statistics,Environmental Sciences,92,94,1,0,NA
645865,"Xiong, Joel",Male,22,201,101.2,Other,1.82,5th,Political Science,Social Sciences,61,56,0,1,29071.65175
590897,"Lowder, Shaun",Male,19,181,73.2,Other,1.51,6th,Economics and Finance,Mathematics and Statistics,63,66,0,0,NA
363476,"Garcia, Cierra",Female,21,161,64.9,Catholic,1.8,1st,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
695257,"Gardner, Tyson",Male,21,190,89.2,Other,2.54,2nd,Biology,Environmental Sciences,NA,NA,0,0,NA
631974,"Pham, Marvin",Male,19,167,67.8,Catholic,1.76,3rd,Environmental Sciences,Political Science,65,75,1,0,NA
677942,"Fishburn, Christopher",Male,33,181,82.5,Other,2.9,5th,Social Sciences,Economics and Finance,41,53,1,0,NA
226246,"Jackson, Shelby",Female,22,170,74.2,Catholic,3.22,1st,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
137613,"Martin, Naomi",Female,19,165,68,Catholic,1.55,6th,Political Science,Environmental Sciences,64,53,0,1,33796.96704
396851,"Hockaday, Conner",Male,22,178,76.8,Catholic,1.96,3rd,Economics and Finance,Environmental Sciences,64,68,1,0,NA
410212,"Gonzalez, Jazz",Female,20,165,70,Catholic,1.38,6th,Biology,Political Science,81,82,1,1,49769.16984
828005,"Char, K'Von",Male,19,160,67.6,Catholic,1.06,1st,Political Science,Social Sciences,NA,NA,0,0,NA
